"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"4798","DESKTOP-96QJSJR","System.Byte[]","9383","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785d5

User:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR

Process Information:
	Process ID:		0x208
	Process Name:		C:\Windows\explorer.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","10/18/2023 12:57:15 PM","10/18/2023 12:57:15 PM",,,
"4798","DESKTOP-96QJSJR","System.Byte[]","9382","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785d5

User:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR

Process Information:
	Process ID:		0xe8c
	Process Name:		C:\Program Files\Google\Chrome\Application\chrome.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","10/18/2023 12:56:51 PM","10/18/2023 12:56:51 PM",,,
"4672","DESKTOP-96QJSJR","System.Byte[]","9381","(12548)","12548","SuccessAudit","Special privileges assigned to new logon.

Subject:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege","Microsoft-Windows-Security-Auditing","System.String[]","4672","10/18/2023 12:56:02 PM","10/18/2023 12:56:02 PM",,,
"4624","DESKTOP-96QJSJR","System.Byte[]","9380","(12544)","12544","SuccessAudit","An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-96QJSJR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		%%1843
	Elevated Token:		%%1842

Impersonation Level:		%%1833

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x274
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.","Microsoft-Windows-Security-Auditing","System.String[]","4624","10/18/2023 12:56:02 PM","10/18/2023 12:56:02 PM",,,
"4672","DESKTOP-96QJSJR","System.Byte[]","9379","(12548)","12548","SuccessAudit","Special privileges assigned to new logon.

Subject:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege","Microsoft-Windows-Security-Auditing","System.String[]","4672","10/18/2023 12:56:02 PM","10/18/2023 12:56:02 PM",,,
"4624","DESKTOP-96QJSJR","System.Byte[]","9378","(12544)","12544","SuccessAudit","An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-96QJSJR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		%%1843
	Elevated Token:		%%1842

Impersonation Level:		%%1833

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x274
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.","Microsoft-Windows-Security-Auditing","System.String[]","4624","10/18/2023 12:56:02 PM","10/18/2023 12:56:02 PM",,,
"5379","DESKTOP-96QJSJR","System.Byte[]","9377","(13824)","13824","SuccessAudit","Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1
	Read Operation:		%%8099

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","Microsoft-Windows-Security-Auditing","System.String[]","5379","10/18/2023 12:53:29 PM","10/18/2023 12:53:29 PM",,,
"4798","DESKTOP-96QJSJR","System.Byte[]","9376","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

User:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR

Process Information:
	Process ID:		0x116c
	Process Name:		C:\Program Files\Git\usr\bin\sh.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","10/18/2023 12:53:28 PM","10/18/2023 12:53:28 PM",,,
"5379","DESKTOP-96QJSJR","System.Byte[]","9375","(13824)","13824","SuccessAudit","Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1
	Read Operation:		%%8100

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","Microsoft-Windows-Security-Auditing","System.String[]","5379","10/18/2023 12:53:28 PM","10/18/2023 12:53:28 PM",,,
"5379","DESKTOP-96QJSJR","System.Byte[]","9374","(13824)","13824","SuccessAudit","Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1
	Read Operation:		%%8100

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","Microsoft-Windows-Security-Auditing","System.String[]","5379","10/18/2023 12:53:28 PM","10/18/2023 12:53:28 PM",,,
"4798","DESKTOP-96QJSJR","System.Byte[]","9373","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

User:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR

Process Information:
	Process ID:		0x850
	Process Name:		C:\Program Files\Git\usr\bin\sh.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","10/18/2023 12:53:28 PM","10/18/2023 12:53:28 PM",,,
"5379","DESKTOP-96QJSJR","System.Byte[]","9372","(13824)","13824","SuccessAudit","Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1
	Read Operation:		%%8099

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","Microsoft-Windows-Security-Auditing","System.String[]","5379","10/18/2023 12:53:16 PM","10/18/2023 12:53:16 PM",,,
"4798","DESKTOP-96QJSJR","System.Byte[]","9371","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

User:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR

Process Information:
	Process ID:		0x1ee8
	Process Name:		C:\Program Files\Git\usr\bin\sh.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","10/18/2023 12:53:16 PM","10/18/2023 12:53:16 PM",,,
"5379","DESKTOP-96QJSJR","System.Byte[]","9370","(13824)","13824","SuccessAudit","Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1
	Read Operation:		%%8100

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","Microsoft-Windows-Security-Auditing","System.String[]","5379","10/18/2023 12:53:12 PM","10/18/2023 12:53:12 PM",,,
"4798","DESKTOP-96QJSJR","System.Byte[]","9369","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

User:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR

Process Information:
	Process ID:		0x1b8c
	Process Name:		C:\Program Files\Git\usr\bin\sh.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","10/18/2023 12:53:11 PM","10/18/2023 12:53:11 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9368","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:43 PM","10/18/2023 12:52:43 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9367","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:42 PM","10/18/2023 12:52:42 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9366","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:41 PM","10/18/2023 12:52:41 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9365","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:39 PM","10/18/2023 12:52:39 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9364","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:38 PM","10/18/2023 12:52:38 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9363","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:37 PM","10/18/2023 12:52:37 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9362","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:36 PM","10/18/2023 12:52:36 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9361","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:34 PM","10/18/2023 12:52:34 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9360","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:23 PM","10/18/2023 12:52:23 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9359","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:20 PM","10/18/2023 12:52:20 PM",,,
"5382","DESKTOP-96QJSJR","System.Byte[]","9358","(13824)","13824","SuccessAudit","Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

This event occurs when a user reads a stored vault credential.","Microsoft-Windows-Security-Auditing","System.String[]","5382","10/18/2023 12:52:19 PM","10/18/2023 12:52:19 PM",,,
"5379","DESKTOP-96QJSJR","System.Byte[]","9357","(13824)","13824","SuccessAudit","Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1
	Read Operation:		%%8100

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","Microsoft-Windows-Security-Auditing","System.String[]","5379","10/18/2023 12:51:54 PM","10/18/2023 12:51:54 PM",,,
"4798","DESKTOP-96QJSJR","System.Byte[]","9356","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR
	Logon ID:		0x785b1

User:
	Security ID:		S-1-5-21-2442058825-1391575396-55424733-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-96QJSJR

Process Information:
	Process ID:		0x14fc
	Process Name:		C:\Program Files\Git\usr\bin\sh.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","10/18/2023 12:51:54 PM","10/18/2023 12:51:54 PM",,,
"4672","DESKTOP-96QJSJR","System.Byte[]","9355","(12548)","12548","SuccessAudit","Special privileges assigned to new logon.

Subject:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege","Microsoft-Windows-Security-Auditing","System.String[]","4672","10/18/2023 12:49:19 PM","10/18/2023 12:49:19 PM",,,
"4624","DESKTOP-96QJSJR","System.Byte[]","9354","(12544)","12544","SuccessAudit","An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-96QJSJR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		%%1843
	Elevated Token:		%%1842

Impersonation Level:		%%1833

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x274
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.","Microsoft-Windows-Security-Auditing","System.String[]","4624","10/18/2023 12:49:19 PM","10/18/2023 12:49:19 PM",,,
"4672","DESKTOP-96QJSJR","System.Byte[]","9353","(12548)","12548","SuccessAudit","Special privileges assigned to new logon.

Subject:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege","Microsoft-Windows-Security-Auditing","System.String[]","4672","10/18/2023 12:45:10 PM","10/18/2023 12:45:10 PM",,,
